Datum	DDVEC	FHVEC	FG	FHX	FHXH	FHN	FHNH	FXX	FXXH	TG	TN	TNH	TX	TXH	T10N	T10NH	SQ	SP	Q	DR	RH	RHX	RHXH	PG	PX	PXH	PN	PNH	VVN	VVNH	VVX	VVXH	NG	UG	UX	UXH	UN	UNH	EV2
2017-01-11	207	5	16	30	1	10	3	50	1	7	-24	5	38	15	-55	6	28	35	273	0	-1	-1	22	10179	10192	21	10148	1	57	6	82	15	7	78	95	6	62	14	3
2017-01-12	101	28	30	50	12	10	2	80	12	0	-25	24	32	12	-38	24	37	46	353	0	0	0	1	10180	10184	22	10174	13	58	17	75	12	5	77	85	18	55	12	4
2017-01-13	55	34	35	50	11	20	20	90	15	-21	-51	8	6	14	-65	12	72	88	452	0	0	0	1	10190	10200	10	10180	24	59	24	79	13	2	79	87	7	63	11	4
2017-01-14	142	17	25	50	23	0	8	90	24	-35	-74	7	-19	12	-103	12	45	55	428	0	-1	-1	15	10130	10177	2	10061	24	44	16	62	24	4	83	93	4	71	24	4
2017-01-15	52	30	38	60	1	20	24	90	1	-30	-58	24	-16	1	-90	24	0	0	182	105	44	15	2	10072	10101	23	10043	4	3	2	64	24	8	83	91	2	67	1	2
2017-01-16	30	17	19	30	1	10	7	50	2	-72	-129	8	-17	13	-176	12	69	83	444	0	0	0	1	10126	10169	24	10101	1	1	19	66	3	2	84	98	19	64	12	3
2017-01-17	53	12	14	20	1	0	12	40	3	-53	-74	2	-28	24	-82	18	0	0	168	0	-1	-1	12	10191	10203	9	10171	1	22	1	41	23	8	89	93	18	83	14	1
2017-01-18	94	39	40	60	22	20	1	100	22	-17	-34	1	-1	14	-38	6	18	22	303	0	-1	-1	4	10095	10165	1	10026	24	43	7	64	22	7	80	88	7	72	13	3
2017-01-19	84	63	63	70	5	50	3	130	6	-39	-52	24	-24	1	-54	24	21	25	229	0	0	0	1	10003	10019	1	9994	14	59	18	66	14	8	71	76	10	63	14	2
2017-01-20	82	64	65	80	11	40	24	120	11	-46	-59	8	-27	23	-60	12	0	0	145	43	16	5	15	9960	9991	1	9938	15	15	15	61	1	8	80	89	24	72	1	1
2017-01-21	98	34	35	40	1	20	5	70	2	-20	-28	1	-11	13	-32	24	0	0	110	12	4	3	1	9986	10025	24	9953	1	20	1	50	22	8	87	90	1	82	4	1
2017-01-22	72	22	23	30	1	20	9	50	3	-40	-84	24	-13	14	-99	24	43	50	402	0	0	0	1	10059	10089	24	10026	1	38	22	58	13	4	83	91	24	73	14	4
2017-01-23	49	23	23	40	20	10	8	60	19	-52	-93	8	-28	14	-106	12	0	0	216	0	0	0	1	10106	10124	23	10089	1	37	6	63	24	6	82	91	7	74	24	2
2017-01-24	42	23	25	50	13	10	20	80	13	-35	-69	22	-4	14	-85	24	75	87	617	0	0	0	1	10171	10212	24	10122	1	44	4	81	15	5	77	91	22	56	14	6
2017-01-25	155	23	25	50	20	0	2	100	20	-53	-114	7	-19	20	-134	12	47	54	534	0	0	0	1	10181	10213	1	10104	24	1	3	62	1	4	85	98	3	72	20	5
2017-01-26	185	46	49	60	4	40	7	100	10	-14	-44	7	15	23	-53	12	0	0	150	24	11	7	13	10091	10103	17	10081	5	31	12	63	5	8	85	92	16	74	10	2
2017-01-27	205	54	58	80	13	40	18	140	11	40	13	1	61	16	0	6	7	8	94	76	82	14	10	10007	10070	1	9970	11	50	1	69	13	6	88	94	14	83	8	1
2017-01-28	210	55	57	90	21	40	4	160	23	52	27	5	83	24	16	6	50	56	470	51	46	11	22	10077	10115	13	10029	23	33	23	72	12	5	85	93	23	76	13	6
2017-01-29	233	68	68	90	23	40	11	170	24	107	83	1	130	23	77	6	0	0	121	63	42	13	20	10047	10060	13	10034	3	38	15	70	8	8	90	96	13	83	5	2
2017-01-30	244	74	78	100	3	40	9	180	14	103	77	24	130	2	66	24	31	35	306	47	73	34	8	10051	10132	24	10001	7	45	6	75	12	6	80	95	7	62	21	5
2017-01-31	244	72	75	90	10	60	7	170	10	78	64	10	101	14	57	6	28	31	263	10	16	16	10	10100	10142	2	10065	13	60	10	69	13	6	74	86	10	63	19	4
2017-02-01	244	25	32	50	1	10	14	100	1	49	18	20	74	1	-2	24	0	0	114	81	52	10	16	10004	10095	1	9947	17	41	20	65	11	7	90	97	20	78	1	1
2017-02-02	334	36	39	70	7	20	1	140	7	39	12	7	62	13	8	12	58	64	557	30	39	15	1	10081	10177	24	9967	1	56	6	76	13	6	82	95	7	59	12	7
2017-02-03	250	45	48	80	14	20	4	150	13	48	22	6	74	21	4	6	20	22	263	54	24	5	15	10141	10192	4	10091	24	22	14	80	12	7	85	95	15	66	11	3
2017-02-04	260	56	58	70	12	40	1	150	13	82	66	24	102	13	58	24	52	56	550	41	27	14	7	10079	10094	17	10054	24	34	7	70	8	6	76	95	7	56	14	8
2017-02-05	242	45	53	70	4	40	6	160	5	34	9	24	67	1	3	24	42	45	475	29	65	50	5	9972	10043	1	9929	24	8	5	76	15	7	78	94	5	62	12	6
2017-02-06	12	19	35	60	2	20	16	100	8	24	2	2	57	14	-2	24	71	76	671	49	72	20	2	10005	10079	24	9919	3	8	1	75	15	5	87	98	1	67	14	8
2017-02-07	310	26	29	40	2	10	21	130	14	22	4	20	55	14	-15	24	50	53	561	41	75	16	23	10108	10120	20	10082	1	24	23	75	12	6	89	96	23	76	12	6
2017-02-08	337	21	24	40	12	10	3	70	12	9	-16	24	42	13	-37	24	51	54	552	1	1	1	1	10157	10190	23	10113	1	57	4	80	11	6	86	97	1	58	12	6
2017-02-09	173	11	19	30	13	10	3	60	24	-5	-30	3	11	14	-64	6	0	0	173	63	42	10	8	10186	10202	8	10151	24	13	8	70	12	7	94	98	4	82	12	2
2017-02-10	136	48	52	70	15	20	6	120	16	-3	-18	24	11	13	-36	24	67	70	734	16	5	2	3	10084	10146	1	10024	24	41	2	79	23	5	76	96	4	59	23	8
2017-02-11	91	59	60	70	1	40	19	120	1	-15	-36	5	8	15	-51	6	15	16	416	0	0	0	1	10037	10097	24	10007	6	59	21	80	9	4	64	73	22	53	11	4
2017-02-12	58	31	33	50	8	20	17	100	8	-8	-37	4	7	18	-58	6	10	10	269	0	-1	-1	22	10157	10207	24	10102	1	58	3	63	18	7	68	83	22	57	15	3
2017-02-13	127	15	21	40	24	0	8	60	24	-13	-52	6	22	14	-81	6	41	42	540	0	-1	-1	1	10244	10259	18	10213	1	39	6	74	12	4	78	97	7	59	13	5
2017-02-14	163	50	52	70	7	30	22	120	8	-7	-22	1	13	24	-34	6	0	0	175	71	37	9	13	10155	10232	1	10117	19	4	24	60	5	8	82	99	23	64	10	2
2017-02-15	249	17	20	40	16	10	9	70	15	42	11	4	80	14	6	6	27	27	523	2	1	1	8	10177	10218	24	10132	1	2	2	63	15	8	92	99	1	79	14	6
2017-02-16	307	7	13	20	4	10	1	40	24	52	24	23	78	14	6	24	0	0	313	6	7	6	4	10237	10252	24	10219	2	23	8	67	18	8	93	98	4	82	14	4
2017-02-17	102	16	22	40	10	10	16	60	10	29	-19	24	73	14	-58	24	34	34	602	0	0	0	1	10242	10253	9	10230	24	27	23	62	17	6	86	98	2	71	13	7
2017-02-18	108	4	13	20	10	0	18	40	12	22	-14	1	71	13	-42	24	58	57	753	0	0	0	1	10218	10229	9	10204	24	10	24	75	13	4	85	98	7	60	13	9
2017-02-19	16	12	24	50	19	10	1	100	19	30	-17	3	60	13	-43	6	0	0	277	5	1	1	16	10188	10220	24	10168	15	7	1	75	23	8	86	99	1	74	23	3
2017-02-20	60	38	39	60	11	20	19	100	17	-3	-24	24	30	12	-50	24	51	50	679	0	0	0	1	10258	10272	21	10225	1	68	22	83	14	2	71	82	4	58	13	7
2017-02-21	46	39	40	50	12	30	1	90	15	-12	-29	4	11	13	-49	6	15	15	464	0	0	0	1	10251	10271	1	10226	24	67	7	83	18	6	71	82	4	53	15	5
2017-02-22	48	48	48	60	12	30	22	120	19	-20	-40	7	13	14	-55	24	45	43	561	0	0	0	1	10202	10226	1	10184	16	58	24	81	15	4	69	86	7	52	20	5
2017-02-23	35	48	48	60	11	30	4	120	12	-15	-46	5	7	15	-61	6	2	2	356	10	1	1	24	10186	10194	8	10177	15	40	23	73	14	6	69	87	24	61	11	4
2017-02-24	22	46	46	60	11	30	19	110	8	2	-11	1	9	24	-13	6	0	0	227	107	24	4	16	10187	10208	23	10176	5	19	5	59	9	8	90	94	16	84	9	2
2017-02-25	35	40	41	50	5	30	23	100	14	17	8	1	27	13	6	6	0	0	187	13	4	2	16	10238	10277	24	10208	1	26	20	50	5	8	92	94	18	89	13	2
2017-02-26	48	33	35	50	23	30	1	80	8	32	8	24	60	14	8	24	16	15	535	0	0	0	1	10320	10339	23	10282	1	22	21	50	12	8	89	96	23	80	14	6
2017-02-27	46	34	35	50	2	20	18	80	1	10	-2	19	25	15	-37	24	0	0	226	0	0	0	1	10330	10343	10	10316	24	30	1	57	17	8	87	93	1	79	15	2
2017-02-28	35	21	23	30	9	10	23	60	14	23	6	1	52	14	4	6	55	51	833	0	0	0	1	10288	10310	1	10276	16	39	1	65	24	6	83	94	22	69	13	10
2017-03-01	9	30	31	50	13	10	2	90	11	35	25	3	50	13	22	6	0	0	362	3	1	1	4	10271	10278	21	10262	6	11	4	69	21	8	80	98	3	67	11	4
2017-03-02	342	13	19	30	14	10	8	50	2	31	19	6	45	14	14	12	1	1	485	0	0	0	1	10259	10274	1	10246	17	66	3	75	18	8	72	78	22	65	13	6
2017-03-03	76	2	18	30	19	10	1	50	15	38	-10	24	62	14	-49	24	0	0	277	8	2	1	5	10239	10247	1	10227	24	11	9	75	16	7	84	98	9	72	18	3
2017-03-04	125	37	40	60	11	20	1	100	16	45	-24	4	109	16	-74	6	100	91	1290	0	0	0	1	10169	10224	1	10119	24	58	6	75	17	0	68	92	1	47	16	16
2017-03-05	147	39	40	50	11	30	2	80	11	86	24	6	159	16	7	12	100	90	1226	0	0	0	1	10083	10119	1	10053	24	61	4	72	16	1	57	75	6	39	16	17
2017-03-06	103	23	26	50	22	0	13	80	23	112	48	4	168	15	-1	6	18	16	632	0	0	0	1	10030	10050	1	10011	24	62	3	80	18	8	52	72	3	33	16	10
2017-03-07	86	38	38	50	2	30	1	70	1	89	73	7	112	13	46	6	12	11	539	14	4	3	22	9994	10007	1	9984	16	50	22	64	1	8	67	87	22	56	12	8
2017-03-08	86	43	43	60	16	30	5	90	20	91	60	24	131	15	59	24	40	35	758	53	20	5	22	9987	9993	20	9983	3	20	6	57	19	7	85	96	24	73	15	11
2017-03-09	88	4	33	40	1	10	12	70	1	47	10	24	62	13	8	24	0	0	160	240	240	17	7	9985	10001	24	9971	6	23	1	65	16	8	95	97	3	91	16	2
2017-03-10	39	41	43	60	21	10	1	110	22	-1	-15	24	10	1	-20	24	0	0	189	50	28	10	1	10038	10077	24	10002	3	18	1	80	21	8	82	98	1	65	22	2
2017-03-11	50	62	63	70	13	50	2	120	8	-21	-30	24	-12	16	-35	24	0	0	378	0	-1	-1	1	10084	10090	10	10076	4	61	3	82	17	8	70	81	4	61	15	4
2017-03-12	44	51	52	70	3	10	23	130	4	-25	-69	24	5	16	-100	24	55	47	995	0	0	0	1	10072	10084	1	10062	16	68	24	82	8	5	62	90	24	46	13	10
2017-03-13	297	10	19	40	14	0	2	70	16	-9	-74	4	57	15	-106	6	57	49	1042	0	-1	-1	7	10070	10096	24	10053	6	57	9	81	13	4	77	94	24	44	15	11
2017-03-14	18	18	24	50	10	0	21	100	14	-7	-52	24	36	13	-98	24	91	78	1181	4	1	1	4	10131	10155	20	10091	2	17	5	82	14	3	73	98	5	43	14	12
2017-03-15	177	40	41	60	14	10	1	100	12	4	-54	1	33	23	-100	6	8	7	496	78	23	5	14	10128	10150	1	10098	24	36	14	80	6	7	82	93	1	68	7	5
2017-03-16	162	58	59	80	16	40	1	140	16	53	27	1	77	14	20	6	15	13	640	0	-1	-1	3	10054	10095	1	10010	24	70	1	81	16	8	59	74	4	42	19	8
2017-03-17	138	49	51	70	1	40	7	140	1	56	29	7	91	14	28	12	12	10	538	33	20	8	24	9960	10005	1	9914	24	37	24	80	4	8	80	94	24	66	4	7
2017-03-18	193	19	36	60	8	20	15	110	6	57	13	24	103	14	-26	24	63	53	1159	40	24	9	1	9924	9938	23	9907	2	45	1	80	14	6	80	94	24	58	13	15
2017-03-19	95	34	35	50	18	20	1	80	19	33	0	6	66	14	-40	6	8	7	590	9	3	3	20	9984	10019	23	9944	1	13	6	62	1	7	84	96	5	75	13	7
2017-03-20	41	37	41	60	11	20	21	100	11	14	6	4	27	15	-4	6	6	5	659	0	0	0	1	10065	10154	24	10016	3	50	1	70	9	8	75	82	5	71	13	7
2017-03-21	21	12	20	30	17	0	7	60	23	12	-26	7	59	15	-58	6	57	47	1033	0	0	0	1	10188	10207	22	10155	1	58	6	81	17	4	72	90	6	55	11	11
2017-03-22	87	72	73	90	10	30	1	150	17	5	-29	5	41	13	-41	6	65	53	1190	0	0	0	1	10174	10205	1	10155	18	50	5	81	23	4	71	88	5	60	15	13
2017-03-23	88	96	97	110	8	90	1	180	6	-3	-26	24	23	13	-30	24	21	17	933	0	0	0	1	10158	10170	23	10150	4	65	4	82	17	7	52	65	2	37	19	10
2017-03-24	81	92	93	110	11	80	5	180	11	-6	-36	3	30	13	-40	6	24	19	951	0	0	0	1	10163	10171	22	10149	16	77	18	82	4	7	31	43	1	20	10	10
2017-03-25	73	80	81	100	12	60	22	150	9	3	-24	6	41	14	-30	6	96	77	1503	0	0	0	1	10159	10174	7	10142	16	69	10	81	1	8	42	49	6	33	12	16
2017-03-26	75	64	65	90	10	40	21	150	12	7	-29	6	55	15	-40	6	110	88	1817	0	0	0	1	10144	10156	8	10130	17	66	11	82	19	2	44	55	6	31	14	20
2017-03-27	80	50	51	70	10	30	20	120	13	10	-35	6	63	15	-53	24	118	94	1826	0	0	0	1	10122	10138	1	10105	16	69	6	81	14	0	48	65	4	30	15	20
2017-03-28	49	39	40	60	10	20	22	100	9	1	-31	6	42	12	-47	6	58	46	1077	0	-1	-1	15	10107	10116	1	10096	14	57	20	80	1	4	60	76	22	50	1	11
2017-03-29	17	17	19	30	1	10	4	60	2	-4	-34	23	27	16	-72	24	6	5	487	6	1	1	17	10095	10101	1	10088	24	8	22	60	10	7	82	98	22	58	15	5
2017-03-30	23	25	27	50	15	10	1	80	13	3	-39	6	48	15	-75	6	51	40	932	0	-1	-1	8	10101	10131	24	10084	2	5	4	79	15	5	78	98	4	50	14	10
2017-03-31	48	26	29	60	12	10	4	110	18	5	-53	5	43	13	-93	6	40	31	899	0	-1	-1	7	10139	10146	12	10131	1	56	6	77	16	5	72	94	4	48	17	10
2017-04-01	55	43	44	60	12	30	1	110	17	23	-30	6	75	15	-52	6	108	84	1653	0	0	0	1	10126	10138	1	10111	16	59	2	82	18	1	58	82	5	33	16	19
2017-04-02	62	53	55	90	10	30	1	150	12	33	-27	6	84	14	-42	6	122	94	1996	0	0	0	1	10143	10171	24	10127	3	72	6	83	19	0	46	68	4	26	15	24
2017-04-03	73	55	58	90	9	20	22	170	13	30	-5	2	86	14	-43	24	80	61	1662	0	0	0	1	10166	10181	7	10151	16	68	9	80	17	6	49	60	22	34	14	20
2017-04-04	65	50	51	70	10	30	18	120	22	28	4	1	47	22	-4	6	2	2	433	0	-1	-1	7	10132	10153	1	10117	17	64	8	76	1	8	59	66	8	54	15	5
2017-04-05	42	46	48	70	12	30	22	130	13	40	12	8	74	15	12	6	13	10	1001	0	0	0	1	10134	10169	24	10112	3	64	24	82	16	8	61	73	5	46	15	12
2017-04-06	28	37	39	60	10	10	23	110	11	42	-30	24	91	14	-72	24	62	47	1492	0	0	0	1	10215	10249	23	10171	1	57	24	83	19	4	59	91	24	37	12	18
2017-04-07	7	13	21	40	18	10	3	70	13	41	-24	1	94	16	-71	6	102	77	1938	0	0	0	1	10206	10247	1	10143	24	2	1	81	20	5	66	98	1	30	16	24
2017-04-08	83	39	41	60	13	30	2	110	16	59	-3	6	111	14	-18	6	89	66	1558	0	0	0	1	10070	10135	1	10028	24	65	5	80	18	7	51	73	6	33	15	20
2017-04-09	112	27	31	50	12	20	1	80	11	65	22	5	106	12	2	6	13	10	923	16	3	1	13	10000	10022	1	9987	17	37	23	74	15	7	80	95	23	60	11	12
2017-04-10	264	15	25	50	14	10	2	80	12	61	9	21	110	11	-29	24	22	16	1051	0	-1	-1	3	10040	10072	17	9997	1	18	21	58	9	7	84	97	3	66	15	14
2017-04-11	229	24	44	70	11	20	7	150	17	71	39	1	104	10	38	6	0	0	392	69	41	11	1	9982	10017	1	9957	6	10	3	63	15	8	91	97	24	78	16	5
2017-04-12	219	37	43	70	19	10	5	140	19	86	45	1	141	14	45	6	25	18	915	32	49	17	17	10006	10062	24	9987	13	10	1	80	14	8	85	97	1	68	13	13
2017-04-13	225	33	40	50	10	20	7	110	1	100	53	4	149	16	53	6	37	27	1164	36	10	4	21	10152	10185	20	10077	1	33	6	80	14	7	78	96	4	46	17	17
2017-04-14	166	43	46	70	14	30	20	120	14	158	110	1	210	17	105	6	56	41	1373	5	1	1	2	10181	10203	10	10159	24	62	5	82	18	5	71	92	2	47	17	23
2017-04-15	232	21	27	50	16	10	4	90	13	123	58	24	168	15	15	24	49	35	1066	12	20	14	10	10191	10205	12	10163	1	37	24	75	1	5	79	97	23	59	16	17
2017-04-16	220	39	44	90	12	10	1	150	12	121	50	1	172	12	14	6	29	21	1070	0	-1	-1	16	10183	10210	24	10172	8	16	1	76	12	6	78	98	1	48	11	17
2017-04-17	191	36	38	60	12	10	6	120	14	152	81	6	207	15	55	6	24	17	1239	0	-1	-1	17	10171	10213	6	10094	24	35	6	81	24	5	71	96	6	47	15	21
2017-04-18	236	79	79	110	11	50	1	200	10	124	84	24	171	2	73	24	116	83	2135	0	0	0	1	10148	10182	24	10090	1	62	6	82	1	3	60	79	24	41	10	33
2017-04-19	299	20	39	50	1	20	22	100	18	80	39	24	121	14	19	24	44	31	1032	0	-1	-1	9	10247	10321	24	10184	1	59	10	76	15	3	75	83	24	64	17	14
2017-04-20	43	40	41	60	9	10	3	120	12	63	-18	4	122	15	-59	6	132	93	2398	0	0	0	1	10311	10337	8	10276	24	46	3	81	19	0	63	96	4	39	16	32
2017-04-21	335	16	22	40	17	0	24	70	17	73	-3	24	144	16	-54	24	74	52	1737	0	0	0	1	10205	10267	1	10172	16	49	24	76	11	4	66	98	24	43	10	24
2017-04-22	223	34	37	60	24	10	1	100	22	88	-18	4	152	15	-68	6	112	78	2071	0	0	0	1	10167	10178	7	10156	18	5	2	77	23	4	70	99	2	43	15	29
2017-04-23	247	32	35	60	1	0	22	100	1	105	65	22	147	15	28	24	21	15	746	38	12	4	8	10201	10244	24	10155	3	21	7	75	1	7	84	98	22	66	15	11
2017-04-24	231	27	33	60	12	10	1	100	12	135	59	2	200	13	24	6	87	60	2051	0	0	0	1	10241	10248	7	10230	16	50	1	72	20	6	74	97	1	52	12	33
2017-04-25	217	20	26	50	15	10	2	90	15	155	98	5	228	15	62	24	64	44	1678	0	-1	-1	3	10210	10246	1	10151	24	57	4	73	16	6	73	93	4	47	16	28
2017-04-26	347	26	30	50	11	10	1	100	11	79	43	24	124	4	23	24	0	0	256	65	70	22	8	10116	10143	1	10106	16	20	5	75	16	7	88	96	2	79	17	4
2017-04-27	359	35	35	60	15	10	24	100	14	66	11	24	110	14	-28	24	89	61	1906	0	0	0	1	10134	10168	23	10107	2	59	24	81	13	5	70	95	24	45	14	25
2017-04-28	232	13	20	40	15	0	5	80	16	72	7	4	128	16	-27	6	97	66	2060	0	0	0	1	10162	10183	9	10137	24	58	3	80	9	5	70	97	3	41	16	28
2017-04-29	242	33	39	50	3	10	24	110	13	80	27	24	128	14	-13	24	75	51	1647	18	24	13	9	10165	10208	23	10123	4	50	9	77	17	4	68	93	24	46	14	23
2017-04-30	18	29	34	60	16	10	1	100	17	85	24	5	132	13	-12	6	71	48	1905	0	0	0	1	10239	10263	23	10212	1	59	4	80	15	4	70	97	5	39	15	27
2017-05-01	51	36	40	60	19	20	5	110	19	105	24	5	174	14	8	6	130	87	2391	0	0	0	1	10232	10259	1	10207	16	61	5	82	23	3	60	87	5	38	14	35
2017-05-02	42	36	37	50	12	20	3	90	14	113	59	3	170	16	41	6	17	11	1026	0	0	0	1	10207	10218	9	10196	19	71	24	83	2	6	60	70	24	49	16	16
2017-05-03	355	16	23	50	14	10	4	90	14	123	52	24	190	15	3	24	119	79	2415	0	0	0	1	10180	10194	1	10168	24	27	24	80	16	1	64	98	24	37	15	37
2017-05-04	242	37	39	60	10	10	2	120	12	118	36	3	174	13	-16	6	107	71	2221	0	0	0	1	10181	10211	24	10160	4	1	2	81	9	3	68	100	2	43	13	34
2017-05-05	224	9	25	30	1	20	3	60	9	132	72	24	188	13	24	24	86	57	1880	0	0	0	1	10226	10234	21	10210	1	58	5	82	18	3	68	89	24	41	15	30
2017-05-06	342	21	25	50	15	10	3	80	15	155	46	5	231	14	7	6	127	84	2421	0	0	0	1	10198	10224	1	10177	24	35	4	74	18	1	64	98	5	38	14	40
2017-05-07	64	33	35	70	14	10	24	120	13	164	98	3	232	11	59	6	43	28	1527	4	1	1	17	10153	10172	1	10118	24	50	24	77	17	6	72	92	2	38	11	26
2017-05-08	196	29	33	60	13	10	20	110	13	163	126	24	219	12	108	24	34	22	1392	5	43	39	19	10094	10112	1	10081	15	19	5	80	16	7	82	97	21	51	12	24
2017-05-09	228	34	38	60	13	10	20	110	13	131	78	21	170	16	17	24	100	65	2319	0	-1	-1	4	10117	10134	9	10101	24	59	1	80	17	5	65	89	1	42	15	37
2017-05-10	223	54	55	70	6	30	21	150	5	124	94	24	158	14	78	24	10	6	720	3	1	1	6	10123	10155	22	10089	4	60	5	81	1	7	70	83	6	60	13	11
2017-05-11	222	41	44	60	21	30	2	130	20	102	80	2	137	14	65	6	22	14	865	69	174	36	20	10117	10144	1	10097	21	39	9	77	14	7	82	93	23	60	14	13
2017-05-12	245	34	38	50	13	20	6	110	22	95	67	6	131	13	64	6	44	28	1311	55	63	37	6	10135	10157	18	10099	1	41	6	81	11	8	78	94	24	61	11	19
2017-05-13	236	45	47	60	17	40	3	150	23	111	77	1	137	12	71	24	14	9	813	59	43	13	6	10108	10125	1	10089	23	21	4	77	17	7	79	97	3	57	17	12
2017-05-14	200	27	35	60	10	20	4	130	11	94	61	4	120	12	37	6	20	13	1040	36	29	11	9	10067	10091	7	10001	24	60	16	77	12	7	83	93	4	67	11	15
2017-05-15	195	32	42	70	14	0	24	120	8	117	49	24	172	16	16	24	56	36	1545	4	1	1	2	9999	10033	23	9973	4	57	24	82	12	6	70	98	24	42	15	24
2017-05-16	5	22	25	50	14	10	1	90	13	92	40	2	112	8	9	6	0	0	397	113	145	26	12	9998	10028	1	9973	17	34	24	75	7	7	91	98	2	73	8	6
2017-05-17	302	20	22	30	9	10	4	70	17	92	81	2	104	10	81	6	0	0	307	33	89	37	17	10029	10058	23	9991	1	21	2	64	12	8	94	98	2	89	11	4
2017-05-18	234	16	25	40	4	10	19	80	4	98	51	24	128	15	15	24	1	1	587	0	0	0	1	10083	10107	21	10057	1	2	23	75	11	7	85	99	23	74	15	9
2017-05-19	16	26	29	60	12	10	1	90	11	108	35	3	151	11	3	6	65	41	1872	0	0	0	1	10100	10112	7	10086	24	1	1	64	11	5	82	99	1	68	11	28
2017-05-20	235	11	15	20	10	0	8	50	18	114	101	2	126	16	101	6	0	0	378	82	45	19	22	10083	10094	23	10071	5	17	24	70	10	8	94	97	3	88	11	6
2017-05-21	320	20	26	50	22	10	3	110	24	103	86	24	115	10	84	24	0	0	301	131	95	17	2	10105	10121	22	10088	3	20	3	70	24	8	95	98	2	87	24	4
2017-05-22	322	41	43	60	9	10	24	140	10	90	40	24	123	13	6	24	28	18	1004	0	-1	-1	2	10138	10154	15	10120	24	58	2	80	10	7	76	97	24	66	11	14
2017-05-23	296	18	24	50	16	10	1	100	17	66	40	1	104	17	12	6	61	38	1547	58	68	20	10	10092	10113	1	10080	11	57	10	82	17	6	80	95	24	59	17	21
2017-05-24	168	12	34	60	8	10	2	120	15	79	31	2	125	17	8	6	77	48	1998	10	15	8	15	10113	10153	23	10089	4	59	4	82	18	5	75	95	2	49	16	28
2017-05-25	328	34	36	50	12	20	3	90	13	89	28	4	139	12	7	6	48	30	1920	44	49	13	22	10158	10163	7	10143	24	57	4	79	9	6	80	98	4	56	11	27
2017-05-26	319	43	44	50	7	30	21	100	3	97	80	1	124	16	73	24	37	23	1332	8	5	5	1	10128	10139	1	10114	24	61	23	75	14	8	82	95	1	68	14	19
2017-05-27	296	19	28	40	11	20	1	90	9	135	70	3	195	12	50	24	143	88	2735	0	0	0	1	10097	10111	1	10082	24	58	2	83	19	3	59	95	1	28	18	44
2017-05-28	99	30	47	70	9	30	1	110	13	160	90	2	216	14	62	6	131	81	2630	0	0	0	1	10030	10078	1	9997	18	64	22	81	12	2	58	85	23	39	13	44
2017-05-29	261	29	32	50	6	10	20	100	7	111	101	8	124	17	96	24	0	0	409	13	5	2	12	10012	10036	24	9998	9	15	24	70	1	8	91	98	23	83	1	6
2017-05-30	80	12	22	30	7	10	1	60	12	131	106	1	168	14	97	6	17	10	1166	0	0	0	1	10080	10114	22	10037	1	12	1	74	14	7	82	98	2	57	15	18
2017-05-31	347	48	49	80	14	30	1	140	14	151	107	24	206	12	107	24	123	75	2700	0	0	0	1	10126	10152	21	10106	4	19	4	80	13	5	77	97	2	52	13	45
2017-06-01	335	40	40	60	13	20	23	100	12	110	84	24	154	14	70	24	38	23	1251	0	0	0	1	10193	10236	23	10154	1	56	4	74	18	6	83	94	4	66	13	19
2017-06-02	347	33	35	50	8	10	24	100	13	121	67	4	177	13	36	24	143	87	2747	0	0	0	1	10265	10294	22	10237	1	65	2	81	7	1	69	95	24	50	9	42
2017-06-03	3	36	37	60	18	10	1	110	17	108	57	1	148	16	27	6	48	29	1503	0	0	0	1	10295	10305	10	10282	24	60	1	81	11	5	74	97	1	56	15	22
2017-06-04	9	33	33	60	18	20	1	100	15	145	79	1	210	16	56	6	124	75	2807	0	0	0	1	10239	10276	1	10213	24	68	23	83	20	2	68	90	23	44	18	46
2017-06-05	20	30	32	50	17	20	1	80	15	162	88	3	219	14	64	6	134	81	2512	0	0	0	1	10198	10210	1	10187	16	70	1	82	19	1	65	90	2	47	12	43
2017-06-06	18	32	34	50	17	20	8	80	16	176	104	4	252	15	95	6	133	80	2787	0	0	0	1	10206	10220	24	10198	16	63	22	77	11	1	69	88	24	48	14	49
2017-06-07	14	37	38	60	18	20	2	90	16	172	109	4	247	14	100	6	151	91	2895	0	0	0	1	10216	10221	10	10207	18	59	3	79	12	0	70	94	4	46	14	50
2017-06-08	21	50	50	60	9	40	1	100	13	141	99	4	198	14	92	6	135	81	2811	0	0	0	1	10190	10217	1	10164	24	62	2	80	8	2	73	89	1	56	14	46
2017-06-09	27	43	45	60	17	20	24	100	12	123	88	24	169	15	67	24	64	39	1821	0	0	0	1	10142	10162	1	10124	17	70	1	80	13	5	74	85	24	60	15	28
2017-06-10	338	17	19	30	10	0	3	70	15	121	67	24	172	16	31	24	64	38	1799	0	0	0	1	10147	10166	23	10133	2	56	24	80	9	6	73	97	24	55	13	28
2017-06-11	162	16	17	30	10	10	1	60	9	154	56	2	216	17	21	6	38	23	1935	0	0	0	1	10165	10173	8	10158	17	50	1	68	17	7	71	98	1	48	14	32
2017-06-12	203	39	40	60	9	20	2	110	11	186	160	4	218	15	142	6	11	7	992	19	13	11	20	10148	10160	1	10127	24	50	20	77	16	7	79	94	20	64	15	18
2017-06-13	231	51	53	70	11	30	5	150	14	160	133	23	187	1	126	24	3	2	953	56	38	10	15	10129	10164	24	10118	3	58	4	75	18	8	80	96	5	64	13	16
